claim_set,n,seed,count,order,rerunnable,n_rerunnable
C_STRICT,3016,0.22181697612732096,0.3557692307692308,0.08687002652519894,0.01293103448275862,39
C_PROX,6339,0.10648367250354945,0.175579744439186,0.06688752169111847,0.006152389966871746,39
C_ALL,25308,0.0273431326062905,0.05053737948474791,0.0401454085664612,0.0015410146989094358,39
