panel,book,chooser,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_base_Sharpe,OOS_base_CAGR,OOS_base_DD,OOS_SPY_Sharpe,OOS_SPY_CAGR,OOS_SPY_DD,p4a,p4b
MEGA,V2BAND,ACTUAL,1.0,0.11825115180177703,1.1694822268487992,-0.15910996871966654,1.170223997727388,0.08845494369381668,-0.12054948821512856,0.816962418380113,0.14617658512115028,-0.33717235283398317,False,True
MEGA,V2BAND,ASSUMED,0.65,0.07658438326873429,1.1694822268487992,-0.1056871401655306,1.170223997727388,0.08845494369381668,-0.12054948821512856,0.816962418380113,0.14617658512115028,-0.33717235283398317,False,False
MEGA,TOP20EW,ACTUAL,0.85,0.17072210082212158,1.1018696213931716,-0.2180782472706123,1.170223997727388,0.08845494369381668,-0.12054948821512856,0.816962418380113,0.14617658512115028,-0.33717235283398317,False,False
MEGA,TOP20EW,ASSUMED,0.65,0.13064563142506458,1.1020197114737185,-0.17081222711850585,1.170223997727388,0.08845494369381668,-0.12054948821512856,0.816962418380113,0.14617658512115028,-0.33717235283398317,False,True
MEGA,V1TOP5,ACTUAL,1.0,0.08829653764936185,0.6511640792313991,-0.1824486045764261,1.170223997727388,0.08845494369381668,-0.12054948821512856,0.816962418380113,0.14617658512115028,-0.33717235283398317,False,False
MEGA,V1TOP5,ASSUMED,0.2,0.018823959527746847,0.6511640792313989,-0.03897243194415234,1.170223997727388,0.08845494369381668,-0.12054948821512856,0.816962418380113,0.14617658512115028,-0.33717235283398317,False,False
BROAD,V2BAND,ACTUAL,1.0,0.09308807363022242,0.9647512348188001,-0.1615798301320892,0.9658157974796912,0.06999340790472819,-0.12240985403190063,0.8259431438686403,0.14813239519025645,-0.33715953307393,False,True
BROAD,V2BAND,ASSUMED,0.2,0.01873552765018438,0.9647512348188004,-0.033985331322967216,0.9658157974796912,0.06999340790472819,-0.12240985403190063,0.8259431438686403,0.14813239519025645,-0.33715953307393,False,False
BROAD,TOP20EW,ACTUAL,1.0,0.16870861345149968,0.8218616822519731,-0.31025973878046675,0.9658157974796912,0.06999340790472819,-0.12240985403190063,0.8259431438686403,0.14813239519025645,-0.33715953307393,False,False
BROAD,TOP20EW,ASSUMED,0.2,0.035679751611381816,0.8218616822519731,-0.06711960263693628,0.9658157974796912,0.06999340790472819,-0.12240985403190063,0.8259431438686403,0.14813239519025645,-0.33715953307393,False,False
BROAD,V1TOP5,ACTUAL,1.0,0.0665811316560525,0.5027021336313343,-0.2749957619043767,0.9658157974796912,0.06999340790472819,-0.12240985403190063,0.8259431438686403,0.14813239519025645,-0.33715953307393,False,False
BROAD,V1TOP5,ASSUMED,0.5,0.03572290419448643,0.5027021336313343,-0.14502271249216103,0.9658157974796912,0.06999340790472819,-0.12240985403190063,0.8259431438686403,0.14813239519025645,-0.33715953307393,False,False
SMALL,V2BAND,ACTUAL,1.0,0.050867155569704225,0.5547198226158663,-0.15612822514407032,0.5551951397901236,0.038879564727242855,-0.1187361920653296,0.8343922814963172,0.15379652446454206,-0.33717235283398295,False,False
SMALL,V2BAND,ASSUMED,0.3,0.016022395559643687,0.554719822615866,-0.04874488752714823,0.5551951397901236,0.038879564727242855,-0.1187361920653296,0.8343922814963172,0.15379652446454206,-0.33717235283398295,False,False
SMALL,TOP20EW,ACTUAL,1.0,0.15783440884204314,0.6153862430626995,-0.3898171694807734,0.5551951397901236,0.038879564727242855,-0.1187361920653296,0.8343922814963172,0.15379652446454206,-0.33717235283398295,False,False
SMALL,TOP20EW,ASSUMED,0.2,0.038479881948441985,0.6153862430626996,-0.08955724428750877,0.5551951397901236,0.038879564727242855,-0.1187361920653296,0.8343922814963172,0.15379652446454206,-0.33717235283398295,True,False
SMALL,V1TOP5,ACTUAL,1.0,0.08462417316600801,0.5742071092610338,-0.3627982927071277,0.5551951397901236,0.038879564727242855,-0.1187361920653296,0.8343922814963172,0.15379652446454206,-0.33717235283398295,False,False
SMALL,V1TOP5,ASSUMED,0.2,0.018604855816874544,0.5742071092610336,-0.08236463113453674,0.5551951397901236,0.038879564727242855,-0.1187361920653296,0.8343922814963172,0.15379652446454206,-0.33717235283398295,True,False
