window,regset,n,R2,adjR2,intercept,intercept_se,beta_GATEOUT,se_GATEOUT,t_GATEOUT,partialR2_GATEOUT,beta_XRATE,se_XRATE,t_XRATE,partialR2_XRATE,beta_RECOV,se_RECOV,t_RECOV,partialR2_RECOV,beta_P_B136,se_P_B136,t_P_B136,partialR2_P_B136,beta_P_SMALL,se_P_SMALL,t_P_SMALL,partialR2_P_SMALL
21,G,291,0.022474104463728883,0.01909166191862066,-1.4703134117779086,0.12861334777200087,0.10341624386803325,0.12124284016739449,0.8529678430928468,0.022474104463728883,,,,,,,,,,,,,,,,
21,X,291,0.0055855978563866815,0.0021447175721526213,-1.4703134117779086,0.12861334777200087,,,,,-0.05155637746969766,0.13333791355965383,-0.38665954861092033,0.0055855978563866815,,,,,,,,,,,,
21,R,291,0.0017688703572573683,-0.0016852165965237642,-1.4703134117779086,0.12861334777200087,,,,,,,,,-0.02901319549499599,0.09753232408983607,-0.29747261500989375,0.0017688703572573683,,,,,,,,
21,GX,291,0.5899617822014687,0.5871142945778678,-1.4703134117779089,0.1286133477720009,1.8204225162716474,0.1837721568983407,9.905866846187537,0.584376184345082,-1.79392450447844,0.22694985674534773,-7.90449718807859,0.5674876777377398,,,,,,,,,,,,
21,XR,291,0.005594631049747001,-0.0013109617901851944,-1.4703134117779086,0.1286133477720009,,,,,-0.05026526188638403,0.13309312145982005,-0.37766987005078834,0.0038257606924896326,-0.0024424726119209052,0.07978586405311378,-0.03061284904171673,9.03319336031938e-06,,,,,,,,
21,GXR,291,0.608066767679169,0.6039699046235506,-1.4703134117779089,0.1286133477720009,1.878102398299728,0.16986411594067266,11.056498824953003,0.602472136629422,-1.9078623778016306,0.2072663650773843,-9.204881733171309,0.5698150936380278,0.11110484029597568,0.05582459745737041,1.9902488393368027,0.01810498547770034,,,,,,,,
21,GXR+PANEL,291,0.6364554072859988,0.6300774319752269,-1.4703134117779089,0.12861334777200087,1.8172747831004248,0.22040371790718477,8.245209293001608,0.15588376205241972,-1.4890973431467605,0.1403440855718178,-10.61033200707806,0.17570778100643858,0.11114154049487493,0.0539651137144127,2.0595072046552896,0.0180551514038495,-0.22495530713236436,0.06505641603200867,-3.4578496765281876,0.02759642050891553,-0.5025442870359592,0.29468062567303194,-1.705386249564863,0.010013240759616626
21,PANEL,291,0.3907831877662554,0.38655251545907665,-1.4703134117779089,0.12861334777200087,,,,,,,,,,,,,-0.5981225911888537,0.1145732562637151,-5.220438090824139,0.37845981336598244,-0.34490616385172435,0.09613475190531463,-3.5877365574462656,0.12584653725930517
63,G,291,0.022474104463728883,0.01909166191862066,-1.4703134117779086,0.12861334777200087,0.10341624386803325,0.12124284016739449,0.8529678430928468,0.022474104463728883,,,,,,,,,,,,,,,,
63,X,291,0.0055855978563866815,0.0021447175721526213,-1.4703134117779086,0.12861334777200087,,,,,-0.05155637746969766,0.13333791355965383,-0.38665954861092033,0.0055855978563866815,,,,,,,,,,,,
63,R,291,0.03006542046572358,0.026709245450033947,-1.4703134117779086,0.12861334777200087,,,,,,,,,-0.11961377674695553,0.05574033262308693,-2.145910709858467,0.03006542046572358,,,,,,,,
63,GX,291,0.5899617822014687,0.5871142945778678,-1.4703134117779089,0.1286133477720009,1.8204225162716474,0.1837721568983407,9.905866846187537,0.584376184345082,-1.79392450447844,0.22694985674534773,-7.90449718807859,0.5674876777377398,,,,,,,,,,,,
63,XR,291,0.03403624422838514,0.027328162591082172,-1.4703134117779089,0.12861334777200087,,,,,-0.0435720430888097,0.12767584152754458,-0.34127085098874826,0.003970823762661557,-0.1166309161719198,0.05699754765948495,-2.046244460703763,0.028450646371998456,,,,,,,,
63,GXR,291,0.601163986070119,0.5969949685029077,-1.4703134117779086,0.1286133477720009,1.9146950915497332,0.16092950797133468,11.897725381045626,0.5671277418417339,-1.8895040094834592,0.20395167737883546,-9.264469082908054,0.5504168623288808,0.07813625428363247,0.04755580868892853,1.6430433303055862,0.01120220386865034,,,,,,,,
63,GXR+PANEL,291,0.6294290266712623,0.6229277815251442,-1.4703134117779089,0.1286133477720009,1.8045641655809672,0.22563621706277479,7.997670715596668,0.1530936611162681,-1.4757366936710947,0.13290250219509,-11.103904511179435,0.17006756392563172,0.07761222526030606,0.04158916351414914,1.8661646136234848,0.011028770789113018,-0.2266889594343885,0.06148249795748608,-3.68704862302666,0.028025939094831642,-0.4489664761249585,0.3068053768745351,-1.463359217164433,0.007996124660064607
63,PANEL,291,0.3907831877662554,0.38655251545907665,-1.4703134117779089,0.12861334777200087,,,,,,,,,,,,,-0.5981225911888537,0.1145732562637151,-5.220438090824139,0.37845981336598244,-0.34490616385172435,0.09613475190531463,-3.5877365574462656,0.12584653725930517
126,G,291,0.022474104463728883,0.01909166191862066,-1.4703134117779086,0.12861334777200087,0.10341624386803325,0.12124284016739449,0.8529678430928468,0.022474104463728883,,,,,,,,,,,,,,,,
126,X,291,0.0055855978563866815,0.0021447175721526213,-1.4703134117779086,0.12861334777200087,,,,,-0.05155637746969766,0.13333791355965383,-0.38665954861092033,0.0055855978563866815,,,,,,,,,,,,
126,R,291,0.052570573348025285,0.049292270833658614,-1.4703134117779086,0.12861334777200087,,,,,,,,,-0.1581681078019909,0.030648165357670565,-5.160769199595984,0.052570573348025285,,,,,,,,
